ID	Language	Word	Gloss	Annotation	Cognacy
90479	komba	we	nen	we	094.1f50
90969	komba	(he) sees me	nek-	(he) sees me	094.1ee2
91899	kube	some	tose-	some	094.1ece
90919	kube	(its) fat	harek	(its) fat	094.1f57
92347	kube	clothing	obo	clothing	094.1de4
90975	kube	(he) sees me	ni-	(he) sees me	094.1ee1
92067	kube	(its) back	gemagi-	(its) back	094.1e38
90709	kube	(he) gives me	nen-	(he) gives me	094.1ed7
91857	kube	(he) washes	dzuak-	(he) washes	094.1f35
90513	kube	what	nemak	what	094.1e4d
91829	kube	(he) pulls	fegle-	(he) pulls	
90989	kube	(he) sleeps	fe-	(he) sleeps	094.1f39
92361	kube	work	ai	work	
91003	kube	(he) eats	ne-	(he) eats	094.207f
91997	kube	(its) fruit	fer-	(its) fruit	094.1e51
90583	kube	(he) says	dze-	(he) says	094.1e90
92151	kube	(he) cries	siak-	(he) cries	094.1ef9
90723	kube	(he) stands	nan-	(he) stands	094.1df6
91871	kube	(he) digs	oro-	(he) digs	
91017	kube	(he) bites it	ki-	(he) bites it	094.1e5e
91773	kube	(he) holds	me-	(he) holds	094.1e6a
91591	kube	(its) eye	kiwa	(its) eye	094.1eb8
92333	kube	(they) play	agliak	(they) play	094.1f5b
91493	kube	(its) blood	sawa	(its) blood	094.1f5d
92221	kube	(his) brother	dar-	(his) brother	094.1e93
91031	kube	black	dzapera	black	094.1e8d
91675	kube	they	iŋeŋ	they	094.1f0d
90737	kube	all	mokdzoŋ	all	
92389	kube	(he) blows	fi-	(he) blows	094.354c
91045	kube	green	gerik meria	green	
92109	kube	(he) vomits	ron-	(he) vomits	094.1e46
91059	kube	white	rarak	white	094.1e1b
92123	kube	(he) laughs	desi-	(he) laughs	
90597	kube	moon	komoŋ	moon	094.1eec
92165	kube	(he) spits	sofok-	(he) spits	094.1e9f
91507	kube	(his) hand	meri-	(his) hand	094.1dfd
91969	kube	lake	dzekeŋ	lake	094.1e71
90751	kube	many	sasara	many	094.1df4
92095	kube	(its) breath	wesese	(its) breath	094.1df9
91073	kube	red	pesia	red	094.1e7a
92277	kube	(she) sews	kpewi-	(she) sews	094.1f60
91087	kube	yellow	gbaok gbaok	yellow	094.1e35
92137	kube	(he) sucks	bitsi-	(he) sucks	094.1ef2
90765	kube	night	siŋi	night	094.1e40
92319	kube	(he) counts	oron-	(he) counts	094.1e12
90485	kube	we	nini	we	094.1f50
91745	kube	right (side)	foi	right (side)	094.1e75
91101	kube	good	fia	good	094.1e5d
92193	kube	warm	fokŋea	warm	
91605	kube	(its) skin	sewira	(its) skin	094.1f17
92263	kube	(his) mother	neŋge-	(his) mother	094.1f5c
90527	kube	that	yo	that	094.1edb
91955	kube	dust	iwai	dust	094.1f1e
90611	kube	round	rerek rerek	round	094.1e8b
91717	kube	and	waŋu	and	094.1e61
91115	kube	hot	gerik	hot	094.1e44
91731	kube	there	eri	there	094.1e1a
90779	kube	long	horua	long	094.1def
92025	kube	worm	gbosu	worm	094.1e0f
91129	kube	new	gberia	new	094.1e87
92081	kube	(its) wing	kpegan-	(its) wing	094.1ead
91143	kube	(it is) dry	irege-	(it is) dry	
91815	kube	(he) throws	wai-	(he) throws	094.1eab
90793	kube	big	kuneŋ	big	094.1e3e
91703	kube	how	deik	how	
91157	kube	cold	sageŋa	cold	094.1f43
92039	kube	snake	mokoreŋ	snake	094.1e26
90625	kube	(it is) full	koia kpe-	(it is) full	094.1ee5
92207	kube	dull	dzirakpahak	dull	094.1ee8
91171	kube	(its) name	kiwa	(its) name	094.1e0b
91759	kube	left (side)	kana	left (side)	094.1e22
91521	kube	(its) tongue	edzeraŋ-	(its) tongue	094.1f48
92235	kube	(his) sister	naoŋ-	(his) sister	094.1ea9
90891	kube	(its) nose	sere-	(its) nose	
92053	kube	animal	yaŋ	animal	094.1f3e
90807	kube	small	komoga	small	094.1dee
92249	kube	(his) father	maŋgi-	(his) father	
91619	kube	(its) head	ogu-	(its) head	
91787	kube	(he) falls	ma-	(he) falls	094.1e21
91185	kube	not	munda	not	094.1e72
91885	kube	(he) cuts	heri-	(he) cuts	094.1f21
91199	kube	(it) burns	dze-	(it) burns	094.1e08
92291	kube	rope	hisa	rope	094.1e0e
91451	kube	bird	nei	bird	094.34a2
91913	kube	short	hotoŋ	short	094.1f08
90821	kube	star	sikiru	star	094.1e3b
91983	kube	(its) flower	dzuri-	(its) flower	094.1e04
91213	kube	road	hena	road	094.1f66
91941	kube	sky	kuglumeŋ	sky	094.1ef7
90541	kube	this	I	this	094.1f04
92179	kube	old	wahara	old	094.1ebe
91227	kube	water	doku	water	094.1f31
91801	kube	(he) turns	meren-	(he) turns	094.1e66
90835	kube	sun	kaiwe	sun	094.1e4a
91549	kube	(its) foot	heni-	(its) foot	094.1e2d
91241	kube	smoke	hofak	smoke	094.1f63
91843	kube	(he) pushes	igokge-	(he) pushes	
91255	kube	(he) hit him	kpe-	(he) hit him	094.1f2f
92403	kube	(it) swells	boŋge-	(it) swells	094.1f09
90457	kube	I	ni	I	1746,094.1ea4
91689	kube	where	dimia	where	094.1eaf
90849	kube	cloud	hosesu	cloud	094.1dfe
92375	kube	spear	regik	spear	094.1e9e
91269	kube	(he) knows	nin-	(he) knows	094.1de7
92011	kube	stick	gbaru	stick	094.1e28
90639	kube	(his) knee	simiŋ-	(his) knee	094.1e84
91927	kube	wind	rufuk	wind	094.1eac
90933	kube	(its) neck	ebasigla	its neck	
92305	kube	(he) shoots	wirik-	(he) shoots	094.1f59
91535	kube	(its) tooth	dzegl-	(its) tooth	094.1f5e
91563	kube	(its) tail	dzi-	(its) tail	094.1ecf
91283	kube	sand	sakesa	sand	094.1e98
91633	kube	(its) bone	sigl-	(its) bone	094.1f1a
90653	kube	(its) claw	boŋsewe-	(its) claw	094.1ef0
90471	kube	thou	gi	thou	094.1e80
90863	kube	rain	kia	rain	094.1ed9
91297	kube	stone	gokmea	stone	
90499	kube	who	moŋ	who	094.1f2a
91311	kube	mountain	boŋa	mountain	094.1eb4
91465	kube	woman	embak	woman	094.1e2b
90877	kube	(its) belly	tomeŋ-	(its) belly	
90555	kube	one	momakgu	one	094.1ec7
91325	kube	ashes	homa	ashes	094.1e68
91647	kube	he	I	he	094.1ec0
90667	kube	breast	namu-	breast	094.1e96
91339	kube	earth	baek	earth	094.1e7c
91353	kube	(its) leaf	hareŋ-	(its) leaf	094.1ed3
91367	kube	tree	ik	tree	094.1f55
90905	kube	(its) heart	webogokme-	(its) heart	
91381	kube	(its) root	gete-	(its) root	094.1e59
90681	kube	(he) comes	ere-	(he) comes	094.1eef
91395	kube	(its) seed	gokme-	(its) seed	
91409	kube	(its) ear	gedza-	(its) ear	094.1ebc
91479	kube	man	ik	man	094.1e14
91661	kube	ye	ini	ye	094.1f1b
91423	kube	louse	imin	louse	094.1e02
90947	kube	(its) hair	dzu-	(its) hair	094.1f40
91437	kube	dog	kadzu	dog	094.1f4d
90569	kube	two	rehek	two	094.1e06
90695	kube	(he) sits	tak-	(he) sits	094.1f0a
90961	kube	(he) dies	humu-	(he) dies	094.1ef4
91577	kube	(its) meat	busi-	(its) meat	094.1f13
92204	mape	dull	kimâŋine	dull	
90972	mape	(he) sees me	ŋonenu-	(he) sees me	094.1edf
92274	mape	(she) sews	gbâru-	(she) sews	094.1f28
90706	mape	(he) gives me	nare-	(he) gives me	094.1ed8
92078	mape	(its) wing	gbewâ-	(its) wing	
90986	mape	(he) sleeps	kpe-	(he) sleeps	
92260	mape	(his) mother	naŋgo-	(his) mother	094.1f5c
91672	mape	they	yaŋa	they	094.1f0c
92162	mape	(he) spits	tifak-	(he) spits	094.1e9f
90510	mape	what	wamo	what	094.1e4e
92386	mape	(he) blows	pute-	(he) blows	
90580	mape	(he) says	mi-	(he) says	094.1e91
91896	mape	some	gâ-	some	094.1ecd
91000	mape	(he) eats	na-	(he) eats	094.207f
92218	mape	(his) brother	kaka-	(his) brother	094.1e92
90720	mape	(he) stands	dimi-	(he) stands	094.1df7
91826	mape	(he) pulls	furuga-	(he) pulls	094.1e00
91014	mape	(he) bites it	ki-	(he) bites it	094.1e5e
92092	mape	(its) breath	naka-	(its) breath	094.1dfb
91588	mape	(its) eye	dziŋâ-	(its) eye	094.1eb9
92148	mape	(he) cries	kuee-	(he) cries	
91028	mape	black	gâgâwuk	black	094.1e8e
92190	mape	warm	koroŋine	warm	094.1f18
90734	mape	all	sâsâwâ	all	094.1e32
92344	mape	clothing	kporu	clothing	094.1de6
91042	mape	green	buge	green	
92400	mape	(it) swells	siwiŋ-	(it) swells	094.1edc
90594	mape	moon	mosa	moon	094.1eed
91980	mape	(its) flower	âri-	(its) flower	094.1e04
91434	mape	dog	kporo	dog	094.1f4b
92316	mape	(he) counts	âse-	(he) counts	094.1e11
91056	mape	white	kapŋ kapŋ	white	094.1e2e
92022	mape	worm	gbâsu	worm	094.1e0f
90748	mape	many	boiaha	many	094.1df3
92232	mape	(his) sister	seŋ-	(his) sister	094.1eaa
91686	mape	where	uroo	where	
91994	mape	(its) fruit	fâik-	(its) fruit	094.1e51
90482	mape	we	ŋâŋu	we	094.1f4e
91938	mape	sky	sambâŋgo	sky	094.1ef8
91070	mape	red	bâbâroŋ	red	094.1e79
91798	mape	(he) turns	perisie-	(he) turns	094.1e65
91084	mape	yellow	boboŋeŋ	yellow	094.1e36
91882	mape	(he) cuts	ketikga-	(he) cuts	
90524	mape	that	â	that	
92330	mape	(they) play	masiriga-	(they) play	
90762	mape	night	uwu	night	
90916	mape	(its) fat	widzi-	(its) fat	
91504	mape	(his) hand	me-	(his) hand	094.1de3
91854	mape	(he) washes	kedzure-	(he) washes	094.1f34
91098	mape	good	fiine	good	094.1e5d
91840	mape	(he) pushes	tuŋga-	(he) pushes	094.1ec3
90608	mape	round	oorâŋ	round	094.1e8a
92008	mape	stick	gbaru	stick	094.1e28
91112	mape	hot	foro	hot	
92302	mape	(he) shoots	iga-	(he) shoots	
91602	mape	(its) skin	mâdzu-	(its) skin	
91868	mape	(he) digs	use-	(he) digs	094.1eca
90776	mape	long	dzoraikne	long	094.1df0
92134	mape	(he) sucks	mudugaa-	(he) sucks	
91126	mape	new	gbâine	new	094.1e87
92106	mape	(he) vomits	giwu-	(he) vomits	
91140	mape	(it is) dry	dziga-	(it is) dry	
91966	mape	lake	dzâgâŋ	lake	094.1e71
91700	mape	how	uriŋu	how	
92246	mape	(his) father	mama-	(his) father	094.4a8
90790	mape	big	yasogo	big	
91784	mape	(he) falls	waki-	(he) falls	094.1e20
90454	mape	I	no	I	1746,094.1ea5
92064	mape	(its) back	ŋari-	(its) back	
91154	mape	cold	mâteŋne	cold	094.1f44
91924	mape	wind	mâŋuŋ	wind	094.1eae
91616	mape	(its) head	kpâru-	(its) head	
91910	mape	short	bembeŋ	short	094.1f25
90622	mape	(it is) full	fuse-	(it is) full	094.1ee4
91952	mape	dust	yak	dust	
91168	mape	(its) name	dziŋâ-	(its) name	094.1e0a
91546	mape	(its) foot	kigâ-	(its) foot	094.1e1c
91518	mape	(its) tongue	erâŋ-	(its) tongue	
92050	mape	animal	dzomak	animal	
90804	mape	small	mendakne	small	
92036	mape	snake	kobeŋ	snake	
90468	mape	thou	go	thou	1972,094.1e7f
92372	mape	spear	dzigâ	spear	
91280	mape	sand	mageŋ	sand	094.1e99
91812	mape	(he) throws	wâke-	(he) throws	
91182	mape	not	so	not	
92120	mape	(he) laughs	gowee-	(he) laughs	094.1ee3
91196	mape	(it) burns	dza-	(it) burns	094.1e08
92176	mape	old	raŋgbaŋ	old	094.1ef5
90538	mape	this	âi	this	
92288	mape	rope	niŋgiŋ	rope	
91714	mape	and	eme	and	094.1e62
92358	mape	work	giâ	work	094.1e5b
91448	mape	bird	wârâ	bird	
91770	mape	(he) holds	ro-	(he) holds	094.1e6b
90818	mape	star	bâpiŋ	star	094.1e3a
91210	mape	road	kari	road	fc1
90636	mape	(his) knee	dieŋ	(his) knee	094.1e85
91224	mape	water	owu	water	094.1f26
90832	mape	sun	wegi	sun	
91238	mape	smoke	kosâk	smoke	094.1f63
91462	mape	woman	ŋigok	woman	094.1e2c
91252	mape	(he) hit him	kpa-	(he) hit him	094.1f2f
90650	mape	(its) claw	yuyuŋ-	(its) claw	
91490	mape	(its) blood	dari-	(its) blood	
90496	mape	who	moc	who	094.1f2a
91266	mape	(he) knows	mane-	(he) knows	094.1de8
91532	mape	(its) tooth	misiâ-	(its) tooth	
90846	mape	cloud	gâweŋ	cloud	
91630	mape	(its) bone	siak-	(its) bone	094.1f1a
91644	mape	he	I	he	094.1ec0
90860	mape	rain	kue	rain	195c,094.1ed9
91728	mape	there	aroo	there	
91294	mape	stone	kâk	stone	094.1e55
91308	mape	mountain	tiki	mountain	094.1eb2
90874	mape	(its) belly	ata-	(its) belly	
90664	mape	breast	moŋ-	breast	094.1e95
91336	mape	earth	mâreŋ	earth	094.1e7d
91560	mape	(its) tail	dzi-	(its) tail	094.1ecf
90888	mape	(its) nose	sikâ-	(its) nose	094.1f54
91350	mape	(its) leaf	rekak-	(its) leaf	094.1ed4
91476	mape	man	ŋik	man	094.1e14
91742	mape	right (side)	fâre	right (side)	094.1e73
91364	mape	tree	yâk	tree	094.1e9c
91322	mape	ashes	dzafe	ashes	094.1e67
90902	mape	(its) heart	maki kâruŋ-	(its) heart	
91392	mape	(its) seed	fâŋâŋ-	(its) seed	
90930	mape	(its) neck	ube-	its neck	094.1f06
90678	mape	(he) comes	wape-	(he) comes	
91406	mape	(its) ear	kadze-	(its) ear	094.1ebc
91378	mape	(its) root	gâru-	(its) root	094.1e59
91420	mape	louse	imeŋ	louse	094.1e02
90566	mape	two	yoyokak	two	094.1e07
90944	mape	(its) hair	kaŋdzaŋ-	(its) hair	
91574	mape	(its) meat	biu-	(its) meat	094.1f12
90552	mape	one	mokotonŋ	one	
91756	mape	left (side)	kpana	left (side)	094.1e22
90692	mape	(he) sits	ŋe-	(he) sits	094.1f0b
91658	mape	ye	ŋoŋai	ye	094.1f1d
90958	mape	(he) dies	kâme-	(he) dies	094.1ef4
92240	mesem	(his) father	bip-	(his) father	094.1efd
90476	mesem	we	nį	we	094.1f50
91960	mesem	lake	ləm	lake	094.1ec1
91288	mesem	stone	nandza	stone	094.1e56
92296	mesem	(he) shoots	osə-	(he) shoots	
90574	mesem	(he) says	dzə-	(he) says	094.1e90
92086	mesem	(its) breath	andagəsa	(its) breath	
91764	mesem	(he) holds	waŋga-	(he) holds	
92100	mesem	(he) vomits	nua-	(he) vomits	
90980	mesem	(he) sleeps	we-	(he) sleeps	094.1f3b
92170	mesem	old	kpən	old	
90994	mesem	(he) eats	nin-	(he) eats	094.207f
92394	mesem	(it) swells	simen-	(it) swells	094.1f01
91582	mesem	(its) eye	dzi-	(its) eye	094.1eb7
92324	mesem	(they) play	dzəgodzə	(they) play	
90714	mesem	(he) stands	ta-	(he) stands	094.1df8
92366	mesem	spear	ani	spear	
90952	mesem	(he) dies	fəki-	(he) dies	094.1ef6
92156	mesem	(he) spits	dzətupa-	(he) spits	
90462	mesem	thou	gą	thou	094.1e7f
92016	mesem	worm	gọ	worm	094.1f45
91008	mesem	(he) bites it	ye-	(he) bites it	
91988	mesem	(its) fruit	kpən-	(its) fruit	094.1e52
91022	mesem	black	səmbopm	black	
92114	mesem	(he) laughs	yəyən-	(he) laughs	
90728	mesem	all	pəsəkpep	all	
91904	mesem	short	dandzi	short	
90588	mesem	moon	əyoŋga	moon	094.1eea
91862	mesem	(he) digs	lo-	(he) digs	
91036	mesem	green	kokŋ̣	green	
92282	mesem	rope	tək	rope	094.1e0d
90448	mesem	I	ną	I	094.1ea5
92268	mesem	(she) sews	osə-	(she) sews	
90518	mesem	that	mei	that	094.1e18
91918	mesem	wind	təgə	wind	094.1ebd
91778	mesem	(he) falls	kao-	(he) falls	
91890	mesem	some	but-	some	
91050	mesem	white	sagatṇ	white	094.1e31
92226	mesem	(his) sister	lip-	(his) sister	094.1ea6
90742	mesem	many	kirisi	many	094.1df1
91946	mesem	dust	wanawana	dust	
91680	mesem	where	dene	where	094.1eb0
92030	mesem	snake	asį	snake	
91498	mesem	(his) hand	bət-	(his) hand	094.1e78
91876	mesem	(he) cuts	lanti-	(he) cuts	
91064	mesem	red	kukŋ̣	red	
91974	mesem	(its) flower	dzolman	(its) flower	094.1e04
91596	mesem	(its) skin	sək-	(its) skin	094.1f16
92184	mesem	warm	kipkipṃ	warm	094.1f47
91078	mesem	yellow	alaŋ	yellow	094.1e37
92128	mesem	(he) sucks	bəsə-	(he) sucks	094.1e70
90756	mesem	night	mimba	night	
92352	mesem	work	nu	work	094.1e17
90602	mesem	round	waragən	round	
92212	mesem	(his) brother	dat-	(his) brother	094.1e93
91092	mesem	good	saŋgam	good	
90910	mesem	(its) fat	kerək-	(its) fat	094.1f57
91106	mesem	hot	tedzi	hot	094.1e42
92142	mesem	(he) cries	sisu-	(he) cries	094.1efc
90770	mesem	long	kepṃ	long	
91540	mesem	(its) foot	kət-	(its) foot	
91694	mesem	how	disi	how	
92058	mesem	(its) back	beset-	(its) back	
91624	mesem	(its) bone	siet-	(its) bone	094.1f1a
92002	mesem	stick	onze	stick	
91120	mesem	new	gorəŋ	new	
92380	mesem	(he) blows	orati-	(he) blows	
91610	mesem	(its) head	nok-	(its) head	
92044	mesem	animal	dzi	animal	094.1f64
91134	mesem	(it is) dry	alaŋgə-	(it is) dry	094.1dec
92198	mesem	dull	kokŋ̣ kpiəkṇ	dull	
90784	mesem	big	kəitṇ	big	
92254	mesem	(his) mother	mam-	(his) mother	094.1e23
90686	mesem	(he) sits	ta-	(he) sits	094.1f0a
92072	mesem	(its) wing	kpogo	(its) wing	
91512	mesem	(its) tongue	nambalaŋ-	(its) tongue	094.1f48
91932	mesem	sky	nombə	sky	
90616	mesem	(it is) full	dzədzə ko-	(it is) full	094.1f22
92338	mesem	clothing	na	clothing	094.1e03
91148	mesem	cold	takəŋ	cold	
92310	mesem	(he) counts	usun-	(he) counts	
90532	mesem	this	wi	this	
91162	mesem	(its) name	kot-	(its) name	094.1e09
91708	mesem	and	mimbi	and	
90798	mesem	small	namzi	small	
90854	mesem	rain	ma	rain	094.1eda
91176	mesem	not	kəm	not	
90490	mesem	who	ala	who	094.1f2b
91190	mesem	(it) burns	dzi-	(it) burns	094.1e08
90812	mesem	star	dzəmərindzə	star	
90630	mesem	(his) knee	kpekakpatə-	(his) knee	
91204	mesem	road	kə	road	094.1f66
91218	mesem	water	tu	water	094.1f32
90826	mesem	sun	kəsu	sun	
91526	mesem	(its) tooth	dzət-	(its) tooth	094.1f5e
91232	mesem	smoke	kEsE	smoke	094.1f63
90924	mesem	(its) neck	andeŋ	its neck	094.1f05
90840	mesem	cloud	kumbu	cloud	
91638	mesem	he	lə	he	094.1ebf
90644	mesem	(its) claw	dziŋgəŋgəŋ-	(its) claw	
91246	mesem	(he) hit him	kun-	(he) hit him	094.1f2d
91260	mesem	(he) knows	niŋge-	(he) knows	094.1de9
90546	mesem	one	kpedzi	one	094.1ec5
91456	mesem	woman	imbi	woman	094.1e2b
91274	mesem	sand	gaŋa	sand	
91806	mesem	(he) throws	kətipe-	(he) throws	094.1edd
91554	mesem	(its) tail	dak-	(its) tail	094.1ed0
91722	mesem	there	inda	there	094.1e1a
91820	mesem	(he) pulls	menda-	(he) pulls	094.1dff
91736	mesem	right (side)	pana	right (side)	094.1e76
91792	mesem	(he) turns	giridzə-	(he) turns	094.1e63
91750	mesem	left (side)	kana	left (side)	094.1e22
91302	mesem	mountain	kalaŋ	mountain	094.1eb6
90868	mesem	(its) belly	tip-	(its) belly	094.1f2e
91400	mesem	(its) ear	bəbət-	(its) ear	
90658	mesem	breast	nam-	breast	094.1e96
91316	mesem	ashes	dzita	ashes	
91330	mesem	earth	misa	earth	094.1e81
90882	mesem	(its) nose	siŋgeŋ	(its) nose	
91344	mesem	(its) leaf	sin-	(its) leaf	094.1ed5
91834	mesem	(he) pushes	otəgə-	(he) pushes	
91470	mesem	man	ą	man	094.1e15
91358	mesem	tree	tə	tree	094.1e9b
90896	mesem	(its) heart	wembə kət-	(its) heart	
91666	mesem	they	lene	they	094.1f10
90672	mesem	(he) comes	ko-	(he) comes	1eee
91372	mesem	(its) root	kindiri-	(its) root	094.1e58
90560	mesem	two	dzeba	two	
91386	mesem	(its) seed	kət-	(its) seed	094.1e6e
90504	mesem	what	wana	what	094.1e4f
91568	mesem	(its) meat	mirik-	(its) meat	
91414	mesem	louse	ləm	louse	
90938	mesem	(its) hair	dzup-	(its) hair	094.1f40
91848	mesem	(he) washes	əli-	(he) washes	
91652	mesem	ye	lį	ye	094.1f1b
91428	mesem	dog	tą	dog	094.1f4a
91484	mesem	(its) blood	sip-	(its) blood	094.1f5d
91442	mesem	bird	lau	bird	094.1f68
90966	mesem	(he) sees me	nəgəi-	(he) sees me	
90700	mesem	(he) gives me	naka-	(he) gives me	
92181	nabak	old	ŋokŋ	old	
91719	nabak	and	ɔpme	and	094.1e60
92139	nabak	(he) sucks	bəsəi-	(he) sucks	094.1e70
91677	nabak	they	ək	they	094.1f11
91985	nabak	(its) flower	kət-	(its) flower	
91509	nabak	(his) hand	bet-	(his) hand	094.1e78
92209	nabak	dull	kugepin	dull	
91859	nabak	(he) washes	dzurudzi-	(he) washes	
92055	nabak	animal	soŋgo	animal	094.1f38
90977	nabak	(he) sees me	ni-	(he) sees me	094.1ee1
92293	nabak	rope	dze	rope	
90711	nabak	(he) gives me	nai-	(he) gives me	
92069	nabak	(its) back	bam-	(its) back	
90935	nabak	(its) neck	ŋande-	its neck	094.1f05
90921	nabak	(its) fat	kerak-	(its) fat	094.1f57
90991	nabak	(he) sleeps	we-	(he) sleeps	094.1f3b
91999	nabak	(its) fruit	kpənəŋ-	(its) fruit	094.1e52
91761	nabak	left (side)	kanen	left (side)	094.1e22
92321	nabak	(he) counts	makundzi-	(he) counts	
91005	nabak	(he) eats	ni-	(he) eats	094.207f
92405	nabak	(it) swells	səme-	(it) swells	094.1f01
91495	nabak	(its) blood	sip-	(its) blood	094.1f5d
92041	nabak	snake	nombe	snake	094.1e25
90515	nabak	what	pitne	what	
91551	nabak	(its) foot	set-	(its) foot	
90585	nabak	(he) says	dzei-	(he) says	094.1e90
92307	nabak	(he) shoots	arai-	(he) shoots	
90725	nabak	(he) stands	ta-	(he) stands	094.1df8
92111	nabak	(he) vomits	okdzi-	(he) vomits	
91019	nabak	(he) bites it	i-	(he) bites it	094.1e5f
92265	nabak	(his) mother	mam-	(his) mother	094.1e23
91033	nabak	black	sopməŋ	black	
92377	nabak	spear	ŋəlip	spear	
90655	nabak	(its) claw	pəluk-	(its) claw	
92335	nabak	(they) play	kpep	(they) play	
91873	nabak	(he) digs	kiŋgadzi-	(he) digs	
92391	nabak	(he) blows	kumbu-	(he) blows	
90739	nabak	all	ilinsakpep	all	
92363	nabak	work	murup	work	
91691	nabak	where	den	where	094.1eb0
92083	nabak	(its) wing	pɔp-	(its) wing	
91047	nabak	green	araŋəŋ	green	
92237	nabak	(his) sister	ip-	(his) sister	094.1ea6
91593	nabak	(its) eye	dzi-	(its) eye	094.1eb7
92125	nabak	(he) laughs	yəindzi-	(he) laughs	
91775	nabak	(he) holds	mi-	(he) holds	094.1e6a
92167	nabak	(he) spits	dzawak-	(he) spits	
91061	nabak	white	satnəŋ	white	094.1e31
92195	nabak	warm	kipməŋ	warm	094.1f47
90599	nabak	moon	eyoŋge	moon	094.1eea
92349	nabak	clothing	nap	clothing	094.1e03
90753	nabak	many	kilisik	many	094.1df1
92097	nabak	(its) breath	emetək	(its) breath	
91075	nabak	red	ŋaməŋ	red	
92279	nabak	(she) sews	ou-	(she) sews	
90487	nabak	we	nin	we	1abc,094.1f50
92223	nabak	(his) brother	dat-	(his) brother	094.1e93
91089	nabak	yellow	araraŋ	yellow	094.1e37
92013	nabak	stick	wandzom	stick	
91453	nabak	bird	aga	bird	
92153	nabak	(he) cries	su-	(he) cries	094.1efc
90767	nabak	night	təmbuyat	night	
92027	nabak	worm	gbik	worm	094.1f46
91887	nabak	(he) cuts	eti-	(he) cuts	
91971	nabak	lake	ləmunəŋ	lake	094.1ec1
91103	nabak	good	kpembenəŋ	good	
92251	nabak	(his) father	bip-	(his) father	094.1efd
91607	nabak	(its) skin	sək-	(its) skin	094.1f16
91663	nabak	ye	in	ye	094.1f1b
91117	nabak	hot	tedzin	hot	094.1e42
90529	nabak	that	ke	that	5fe
90613	nabak	round	kililiŋ	round	
90781	nabak	long	teepməŋ	long	
91131	nabak	new	arakŋəŋ	new	094.1e88
91789	nabak	(he) falls	todzi-	(he) falls	
91145	nabak	(it is) dry	ko-	(it is) dry	
90795	nabak	big	taemba	big	
91159	nabak	cold	bakŋəŋ	cold	
91705	nabak	how	dzigok	how	
90669	nabak	breast	nam-	breast	094.1e96
91901	nabak	some	not-	some	
91173	nabak	(its) name	dzikət-	(its) name	094.1e0c
90627	nabak	(it is) full	dzedze kpe-	(it is) full	094.1f22
90809	nabak	small	isikŋen	small	
91187	nabak	not	ku	not	094.1e6d
91803	nabak	(he) turns	giridzəi-	(he) turns	094.1e63
91201	nabak	(it) burns	dzi-	(it) burns	094.1e08
91523	nabak	(its) tongue	nambaram-	(its) tongue	094.1f48
91271	nabak	(he) knows	nɔi-	(he) knows	
90823	nabak	star	wenzim	star	
91215	nabak	road	set	road	fb4
91621	nabak	(its) head	ŋokandzi-	(its) head	094.1e4b
90557	nabak	one	kpep	one	094.1ec5
91845	nabak	(he) pushes	ɔtɔpe-	(he) pushes	
91915	nabak	short	kutuməŋ	short	
90543	nabak	this	kapi	this	
91635	nabak	(its) bone	kandziŋ-	(its) bone	
90837	nabak	sun	kəsuk	sun	
91243	nabak	smoke	kEsEk	smoke	094.1f63
90459	nabak	I	nəŋ	I	094.1ea5
91285	nabak	sand	gambibit	sand	
91257	nabak	(he) hit him	ku-	(he) hit him	094.1f2d
90641	nabak	(his) knee	kpet-	(his) knee	
91229	nabak	water	tu	water	094.1f32
90851	nabak	cloud	dzandza	cloud	
91817	nabak	(he) throws	kətimpe-	(he) throws	094.1edd
91831	nabak	(he) pulls	mandai-	(he) pulls	094.1dff
90865	nabak	rain	map	rain	094.1eda
91467	nabak	woman	imbi	woman	094.1e2b
91299	nabak	stone	nandzəŋ	stone	094.1e56
91929	nabak	wind	tɔgɔ	wind	094.1ebd
91313	nabak	mountain	kaləŋ	mountain	094.1eb6
90501	nabak	who	kureki	who	
91537	nabak	(its) tooth	dzet-	(its) tooth	094.1f5e
90879	nabak	(its) belly	tip-	(its) belly	094.1f2e
91327	nabak	ashes	kɔu	ashes	094.1e69
91649	nabak	he	ək	he	094.1ebf
91341	nabak	earth	misat	earth	094.1e81
90893	nabak	(its) nose	ŋiŋəŋ-	(its) nose	
91355	nabak	(its) leaf	sin-	(its) leaf	094.1ed5
91369	nabak	tree	təp	tree	094.1e9b
91565	nabak	(its) tail	dak-	(its) tail	094.1ed0
90473	nabak	thou	gəŋ	thou	094.1e7f
91943	nabak	sky	kururuŋ	sky	094.1ef7
91383	nabak	(its) root	kindi-	(its) root	094.1e58
91747	nabak	right (side)	panaŋ	right (side)	094.1e76
91481	nabak	man	an	man	094.1e15
91397	nabak	(its) seed	kət-	(its) seed	094.1e6e
90683	nabak	(he) comes	kpe-	(he) comes	
91411	nabak	(its) ear	wak-	(its) ear	
91733	nabak	there	kainde	there	
91579	nabak	(its) meat	səsumbaŋ-	(its) meat	
91425	nabak	louse	emin	louse	094.1e02
90907	nabak	(its) heart	gum kət-	(its) heart	
90949	nabak	(its) hair	dzup-	(its) hair	094.1f40
91439	nabak	dog	tam	dog	094.1f4a
90571	nabak	two	dzut	two	
91957	nabak	dust	kpitnəki	dust	
90697	nabak	(he) sits	ta-	(he) sits	094.1f0a
