ID	Language	Word	Gloss	Annotation	Cognacy
90870	mindik	(its) belly	irip-	(its) belly	
90968	mindik	(he) sees me	nek-	(he) sees me	094.1ee2
91486	mindik	(its) blood	sep-	(its) blood	094.1f5d
92371	timbe	spear	igep	spear	094.1e9e
92217	timbe	(his) brother	teu-	(his) brother	
90453	timbe	I	nâ	I	094.1ea5
92077	timbe	(its) wing	bâbâlâm-	(its) wing	
91601	timbe	(its) skin	hâk-	(its) skin	094.1f16
90705	timbe	(he) gives me	niŋ-	(he) gives me	094.1ed6
91671	timbe	they	yâk	they	094.1f10
91993	timbe	(its) fruit	bun-	(its) fruit	094.1e53
90985	timbe	(he) sleeps	ye-	(he) sleeps	094.1f3c
92357	timbe	work	nep	work	094.1e17
90579	timbe	(he) says	ma-	(he) says	
91531	timbe	(its) tooth	dât-	(its) tooth	094.1f5e
91965	timbe	lake	bâtgum	lake	
90999	timbe	(he) eats	ni-	(he) eats	094.207f
92203	timbe	dull	pâlâmŋe	dull	094.1f3f
90719	timbe	(he) stands	kin-	(he) stands	094.1df5
91013	timbe	(he) bites it	ihi-	(he) bites it	094.1e5f
91867	timbe	(he) digs	kendâ-	(he) digs	094.1ec8
90551	timbe	one	kânok	one	094.1ec4
91377	timbe	(its) root	kâdârâ-	(its) root	094.1e58
90691	timbe	(he) sits	ta-	(he) sits	094.1f0a
91027	timbe	black	heleŋ	black	094.1ee9
91587	timbe	(its) eye	dewun-	(its) eye	
92091	timbe	(its) breath	heak	(its) breath	094.1dfc
91769	timbe	(he) holds	me-	(he) holds	094.1e6a
90733	timbe	all	hârowâk	all	
91433	timbe	dog	dua	dog	
91979	timbe	(its) flower	huri-	(its) flower	094.1e04
91041	timbe	green	golâ	green	094.1e48
90593	timbe	moon	dewutâ hâdâhân gâtŋe	moon	
91055	timbe	white	kau	white	094.1e30
90677	timbe	(he) comes	gu-	(he) comes	094.1eee
90747	timbe	many	biwirâ	many	094.1df2
90901	timbe	(its) heart	okot-	(its) heart	
92399	timbe	(it) swells	kaule-	(it) swells	
91293	timbe	stone	kât	stone	094.1e54
91069	timbe	red	gilâmŋe	red	
91503	timbe	(his) hand	bât-	(his) hand	094.1e78
90523	timbe	that	idâ	that	
92105	timbe	(he) vomits	muhat-	(he) vomits	094.1e45
91881	timbe	(he) cuts	hâri-	(he) cuts	094.1f23
91083	timbe	yellow	gibaŋ	yellow	094.1e33
91391	timbe	(its) seed	kâdet-	(its) seed	
91783	timbe	(he) falls	gi-	(he) falls	
90761	timbe	night	hadâk	night	
91363	timbe	tree	lâwin	tree	
92231	timbe	(his) sister	tâu-	(his) sister	094.1ea7
91097	timbe	good	âlipŋe	good	094.1e5c
91685	timbe	where	wanân	where	094.1eb1
91419	timbe	louse	imen	louse	094.1e02
91797	timbe	(he) turns	purik-	(he) turns	094.1e64
90607	timbe	round	gâwâŋ gâwâŋ	round	094.1e8c
92259	timbe	(his) mother	meme-	(his) mother	094.1e23
91517	timbe	(its) tongue	elewot-	(its) tongue	
91111	timbe	hot	kâlâp	hot	094.1e43
90859	timbe	rain	tânâk	rain	
90775	timbe	long	kâlip	long	094.1def
90943	timbe	(its) hair	dumut-	(its) hair	094.1f42
92119	timbe	(he) laughs	giriŋ-	(he) laughs	094.1ede
91125	timbe	new	irakŋe	new	094.1e88
92245	timbe	(his) father	ewe-	(his) father	094.1eff
91895	timbe	some	bik-	some	
91699	timbe	how	gain hinare	how	
91139	timbe	(it is) dry	kamili-	(it is) dry	
90789	timbe	big	humo	big	
90915	timbe	(its) fat	kelu-	(its) fat	094.1f57
92133	timbe	(he) sucks	musuku-	(he) sucks	094.1e82
91153	timbe	cold	bâlâpŋe	cold	094.1e01
91335	timbe	earth	hân	earth	094.1e7e
90621	timbe	(it is) full	pik-	(it is) full	094.1ee7
92007	timbe	stick	buhâ	stick	
90467	timbe	thou	gâ	thou	094.1e7f
90887	timbe	(its) nose	hâme-	(its) nose	094.1f52
91167	timbe	(its) name	kot-	(its) name	094.1e09
91545	timbe	(its) foot	kei-	(its) foot	094.1e1c
90803	timbe	small	bâleŋe	small	
90565	timbe	two	lâuwâ	two	
91615	timbe	(its) head	kaut-	(its) head	094.1e4c
91181	timbe	not	bo	not	
90537	timbe	this	I	this	094.1f04
91279	timbe	sand	sak	sand	094.1e98
91349	timbe	(its) leaf	esen-	(its) leaf	094.1ed5
91195	timbe	(it) burns	o-	(it) burns	
90817	timbe	star	pituŋ	star	094.1e3c
92021	timbe	worm	gipmaŋ	worm	094.1f45
91447	timbe	bird	laut	bird	094.1f68
91209	timbe	road	dâp	road	
92273	timbe	(she) sews	parut-	(she) sews	
90635	timbe	(his) knee	pawut-	(his) knee	094.1e86
92147	timbe	(he) cries	ide-	(he) cries	
91909	timbe	short	tâlâwâk	short	094.1f24
91713	timbe	and	akdo	and	
91223	timbe	water	tu	water	094.1f32
90831	timbe	sun	poiap	sun	
92287	timbe	rope	tâk	rope	094.1e0d
91475	timbe	man	luâk	man	094.1e16
92343	timbe	clothing	yaban	clothing	
92301	timbe	(he) shoots	er-	(he) shoots	094.1f58
91405	timbe	(its) ear	âdâp-	(its) ear	094.1ebb
92315	timbe	(he) counts	oyaŋ-	(he) counts	094.1e12
91923	timbe	wind	seru	wind	
92385	timbe	(he) blows	wai-	(he) blows	094.1f65
90495	timbe	who	kiâ	who	
92161	timbe	(he) spits	tâwut-	(he) spits	
91657	timbe	ye	ye	ye	094.1f1c
91811	timbe	(he) throws	hepu-	(he) throws	
91251	timbe	(he) hit him	ko-	(he) hit him	094.1f2d
92035	timbe	snake	niabi	snake	094.1e25
90845	timbe	cloud	hamadat	cloud	
91461	timbe	woman	âbâi	woman	094.1e2b
91629	timbe	(its) bone	hahit-	(its) bone	094.1f1a
91265	timbe	(he) knows	nâgâ-	(he) knows	094.1de9
91727	timbe	there	idâ	there	094.1e1a
92175	timbe	old	sâbâ	old	094.1ec2
91643	timbe	he	yâk	he	094.1ebf
91825	timbe	(he) pulls	oloŋak-	(he) pulls	094.1e83
91937	timbe	sky	hibim	sky	094.1efa
92049	timbe	animal	yo	animal	094.1f64
91559	timbe	(its) tail	dape-	(its) tail	094.1ed1
90649	timbe	(its) claw	pekat-	(its) claw	094.1ef1
90663	timbe	breast	nam-	breast	094.1e96
91321	timbe	ashes	kau	ashes	094.1e69
91489	timbe	(its) blood	gilâm-	(its) blood	
91741	timbe	right (side)	bun	right (side)	094.1e77
90929	timbe	(its) neck	han-	its neck	
91839	timbe	(he) pushes	hokok-	(he) pushes	
90481	timbe	we	nen	we	094.1f50
92063	timbe	(its) back	hame-	(its) back	
91237	timbe	smoke	dâwok	smoke	
91853	timbe	(he) washes	puli-	(he) washes	
91307	timbe	mountain	gibâŋe	mountain	094.1eb5
92189	timbe	warm	utunŋe utudâk	warm	
91951	timbe	dust	gahap	dust	094.1f20
90873	timbe	(its) belly	tep-	(its) belly	094.1f2e
91573	timbe	(its) meat	sunum-	(its) meat	094.1f14
90957	timbe	(he) dies	mo-	(he) dies	094.1ef3
91755	timbe	left (side)	kane	left (side)	094.1e22
90509	timbe	what	wan	what	094.1e4f
92329	timbe	(they) play	hâlimak-	(they) play	
90971	timbe	(he) sees me	nek-	(he) sees me	094.1ee2
92208	tobo	dull	dzerakpa	dull	094.1ee8
90976	tobo	(he) sees me	nen-	(he) sees me	094.1ee0
90458	tobo	I	ni	I	1746,094.1ea4
92082	tobo	(its) wing	kpegam-	(its) wing	094.1ead
90710	tobo	(he) gives me	nem-	(he) gives me	094.1ed7
90990	tobo	(he) sleeps	gâohe-	(he) sleeps	
91858	tobo	(he) washes	dzua-	(he) washes	094.1f35
90556	tobo	one	mohok	one	094.1ec6
90514	tobo	what	nâmat	what	094.1e4d
91004	tobo	(he) eats	ne-	(he) eats	094.207f
91676	tobo	they	ini	they	094.1f0e
91298	tobo	stone	baŋa	stone	
92362	tobo	work	ahai	work	
90584	tobo	(he) says	dzi-	(he) says	094.1e90
91438	tobo	dog	kiam	dog	094.1f4c
90724	tobo	(he) stands	nan-	(he) stands	094.1df6
91018	tobo	(he) bites it	ki-	(he) bites it	094.1e5e
91970	tobo	lake	dzokâm	lake	094.1e71
91032	tobo	black	dzapala	black	094.1e8d
91494	tobo	(its) blood	sap-	(its) blood	094.1f5d
91508	tobo	(his) hand	mârâ-	(his) hand	094.1dfd
90682	tobo	(he) comes	ka-	(he) comes	094.1eee
92096	tobo	(its) breath	wesi-	(its) breath	094.1df9
90738	tobo	all	eŋalek	all	
91774	tobo	(he) holds	kasa-	(he) holds	
91046	tobo	green	asoŋa	green	094.1e47
92376	tobo	spear	lihip	spear	094.1e9e
91984	tobo	(its) flower	dzuri-	(its) flower	094.1e04
90948	tobo	(its) hair	dzu-	(its) hair	094.1f40
90864	tobo	rain	kia	rain	094.1ed9
91872	tobo	(he) digs	asâ-	(he) digs	
91368	tobo	tree	ip	tree	094.1f55
91060	tobo	white	lalap	white	094.1e1b
91592	tobo	(its) eye	kpat-	(its) eye	
92222	tobo	(his) brother	dat-	(his) brother	094.1e93
90598	tobo	moon	kombol	moon	094.1eec
90752	tobo	many	sesia	many	094.1df4
92110	tobo	(he) vomits	lon-	(he) vomits	094.1e46
91074	tobo	red	pâsâha	red	094.1e7a
91690	tobo	where	dumua	where	094.1eaf
92236	tobo	(his) sister	nauŋ-	(his) sister	094.1ea9
90654	tobo	(its) claw	kawân-	(its) claw	
91088	tobo	yellow	gbaot gbaot	yellow	094.1e35
92390	tobo	(he) blows	hi-	(he) blows	094.354c
91452	tobo	bird	ni	bird	34a2
90766	tobo	night	siŋiaha	night	094.1e40
91102	tobo	good	eha	good	
90920	tobo	(its) fat	kalak-	(its) fat	094.1f57
91998	tobo	(its) fruit	hal-	(its) fruit	094.1e50
91788	tobo	(he) falls	ma-	(he) falls	094.1e21
92250	tobo	(his) father	mam-	(his) father	094.4a8
91424	tobo	louse	imin	louse	094.1e02
92404	tobo	(it) swells	buŋgu-	(it) swells	094.1f09
90528	tobo	that	mi	that	094.1e18
91116	tobo	hot	girua	hot	094.1e44
91718	tobo	and	wamu	and	094.1e61
91606	tobo	(its) skin	sâwâl-	(its) skin	094.1f17
90612	tobo	round	koroŋ koroŋ	round	094.1e8a
91410	tobo	(its) ear	kesap-	(its) ear	094.1ebc
90780	tobo	long	kârua	long	094.1def
91886	tobo	(he) cuts	kâri-	(he) cuts	094.1f21
91340	tobo	earth	bait	earth	094.1e7c
90486	tobo	we	nini	we	094.1f50
91284	tobo	sand	sak	sand	094.1e98
92124	tobo	(he) laughs	gisihi-	(he) laughs	094.1e19
91704	tobo	how	dasoŋ	how	
90472	tobo	thou	gi	thou	094.1e80
91396	tobo	(its) seed	gopi-	(its) seed	
91172	tobo	(its) name	kiwa	(its) name	094.1e0b
91354	tobo	(its) leaf	karem-	(its) leaf	094.1ed3
90794	tobo	big	baia	big	
91158	tobo	cold	saŋgeŋ	cold	094.1f43
91144	tobo	(it is) dry	dzipkâ-	(it is) dry	094.1ded
92264	tobo	(his) mother	naŋgi-	(his) mother	094.1f5c
91802	tobo	(he) turns	meleŋ-	(he) turns	094.1e66
90668	tobo	breast	namo-	breast	094.1e96
90892	tobo	(its) nose	sâhâri-	(its) nose	094.1f53
91522	tobo	(its) tongue	edzelâm-	(its) tongue	094.1f48
91550	tobo	(its) foot	kani-	(its) foot	094.1e2d
90626	tobo	(it is) full	kâia kpe-	(it is) full	094.1ee5
91900	tobo	some	tosat-	some	094.1ece
90808	tobo	small	komora	small	094.1dee
91186	tobo	not	mândâ	not	094.1e72
92012	tobo	stick	bim	stick	094.1e29
92138	tobo	(he) sucks	bitsi-	(he) sucks	094.1ef2
91200	tobo	(it) burns	dze-	(it) burns	094.1e08
92026	tobo	worm	gusu	worm	094.1e0f
92152	tobo	(he) cries	sia-	(he) cries	094.1ef9
90822	tobo	star	sekelo	star	094.1e3b
91214	tobo	road	kâna	road	094.1f66
91620	tobo	(its) head	norok-	(its) head	094.1eba
92278	tobo	(she) sews	kpali-	(she) sews	
92348	tobo	clothing	owo	clothing	094.1de5
90542	tobo	this	mu	this	094.1f02
91228	tobo	water	duku	water	094.1f31
90640	tobo	(his) knee	simin-	(his) knee	094.1e84
90836	tobo	sun	kaiwe	sun	094.1e4a
91242	tobo	smoke	kasak	smoke	094.1f63
91914	tobo	short	katoŋ	short	094.1f08
91130	tobo	new	gbilik	new	094.1e87
91760	tobo	left (side)	kpana	left (side)	094.1e22
90878	tobo	(its) belly	kerap-	(its) belly	094.1f2c
91536	tobo	(its) tooth	dzât-	(its) tooth	094.1f5e
90850	tobo	cloud	kosu	cloud	094.1dfe
91270	tobo	(he) knows	nin-	(he) knows	094.1de7
92292	tobo	rope	sâhap	rope	
91634	tobo	(its) bone	sihit-	(its) bone	094.1f1a
91816	tobo	(he) throws	wai-	(he) throws	094.1eab
91466	tobo	woman	embat	woman	094.1e2b
91732	tobo	there	ere	there	094.1e1a
92306	tobo	(he) shoots	wiri-	(he) shoots	094.1f59
91928	tobo	wind	luhut	wind	094.1eac
91830	tobo	(he) pulls	mâsâl-	(he) pulls	
90500	tobo	who	mâŋ	who	094.1f2a
91326	tobo	ashes	kama	ashes	094.1e68
91648	tobo	he	I	he	094.1ec0
92166	tobo	(he) spits	sotkân-	(he) spits	
91256	tobo	(he) hit him	kpe-	(he) hit him	094.1f2f
92040	tobo	snake	kemala	snake	
92334	tobo	(they) play	ariat	(they) play	094.1f5b
90934	tobo	(its) neck	dzel-	its neck	094.1f07
91564	tobo	(its) tail	dzi-	(its) tail	094.1ecf
92054	tobo	animal	yaŋ	animal	094.1f3e
92180	tobo	old	walaha	old	094.1ebe
92320	tobo	(he) counts	oyon-	(he) counts	094.1e12
91942	tobo	sky	kuremen	sky	094.1ef7
91844	tobo	(he) pushes	kpeati-	(he) pushes	
91480	tobo	man	ip	man	094.1e14
91746	tobo	right (side)	hâla	right (side)	094.1e74
91382	tobo	(its) root	ânde-	(its) root	094.1e5a
91662	tobo	ye	ini	ye	094.1f1b
91312	tobo	mountain	bohoŋa	mountain	094.1eb4
90570	tobo	two	râhât	two	094.1e06
91578	tobo	(its) meat	busi-	(its) meat	094.1f13
90696	tobo	(he) sits	ta-	(he) sits	094.1f0a
90906	tobo	(its) heart	wei bât-	(its) heart	094.1f30
90962	tobo	(he) dies	kâmu-	(he) dies	094.1ef4
92068	tobo	(its) back	gemat-	(its) back	094.1e38
92194	tobo	warm	komotia	warm	
91956	tobo	dust	iwai	dust	094.1f1e
